#, Max. MW, RT [min], Area, Max. m/z
1, 175.9637, 0.54, 106639.0, 174.9564
2, 273.9669, 0.54, 1250118.0, 272.9596
3, 159.9861, 0.55, 300292.8, 158.9788
4, 736.1552, 0.57, 51016.2, 735.1479
5, 560.1240, 0.57, 30143.2, 559.1167
6, 334.0675, 0.57, 253644.6, 333.0602
7, 180.0636, 0.60, 635901.9, 179.0563
8, 216.0405, 0.61, 200704.6, 215.0332
9, 166.0479, 0.61, 174144.1, 165.0407
10, 384.0310, 0.61, 34467.0, 383.0237
11, 196.0586, 0.61, 1586909.5, 195.0513
12, 194.0431, 0.62, 307137.3, 193.0358
13, 378.0941, 0.62, 194461.5, 377.0868
14, 606.2017, 0.62, 22441.3, 605.1944
15, 538.1755, 0.62, 52084.1, 537.1683
16, 312.0703, 0.62, 68982.2, 311.0630
17, 296.0752, 0.62, 198539.5, 295.0679
18, 492.1341, 0.62, 85979.2, 491.1269
19, 440.0900, 0.63, 266275.5, 439.0828
20, 450.4281, 0.63, 115533.5, 149.1354
21, 150.0166, 0.63, 12000234.0, 149.0093
22, 210.0380, 0.63, 127652.3, 209.0307
23, 782.2067, 0.63, 19515.5, 781.1994
24, 394.0475, 0.64, 56751.5, 393.0402
25, 354.0805, 0.64, 40541.1, 353.0732
26, 292.0246, 0.64, 154937.6, 291.0173
27, 260.0207, 0.64, 117466.2, 259.0135
28, 275.0332, 0.65, 1099034.1, 275.0223
29, 669.9775, 0.65, 154795.4, 133.1798
30, 670.4194, 0.66, 197777.6, 133.2801
31, 670.6986, 0.66, 104574.2, 133.1324
32, 134.0217, 0.66, 10807340.0, 133.0144
33, 116.0114, 0.66, 117419.4, 115.0041
34, 537.0904, 0.66, 28893.4, 133.2653
35, 204.0272, 0.67, 148876.0, 203.0199
36, 384.0546, 0.67, 41769.9, 383.0473
37, 327.9514, 0.68, 82733.3, 326.9441
38, 767.8630, 0.68, 32017.0, 191.2177
39, 192.0271, 0.68, 11443315.0, 191.0198
40, 767.9370, 0.68, 45145.2, 191.2242
41, 422.0106, 0.68, 215370.5, 421.0034
42, 174.0166, 0.68, 928771.9, 173.0093
43, 764.1257, 0.68, 25931.2, 763.1184
44, 130.0268, 0.72, 475844.0, 129.0195
45, 392.0058, 0.72, 675873.4, 390.9985
46, 238.0151, 0.72, 67222.5, 237.0078
47, 148.0367, 0.72, 1622310.6, 147.0300
48, 471.1587, 0.72, 4543.5, 471.1366
49, 296.0748, 0.75, 173119.5, 295.0675
50, 196.0585, 0.75, 1071507.1, 195.0512
51, 150.0165, 0.75, 7925201.5, 149.0092
52, 134.0216, 0.75, 7389914.0, 133.0143
53, 1234.2318, 0.77, 357895.8, 616.1097
54, 476.1741, 0.79, 89121.6, 475.1668
55, 134.0580, 0.79, 875025.3, 133.0507
56, 334.0703, 0.79, 536203.0, 333.0630
57, 429.9614, 0.81, 47333.5, 428.9541
58, 188.0322, 0.81, 115468.5, 187.0250
59, 460.1436, 0.82, 262743.9, 459.1363
60, 389.9900, 0.83, 201634.7, 388.9827
61, 238.0150, 0.84, 123682.6, 237.0077
62, 392.0056, 0.84, 1621358.4, 390.9983
63, 118.0270, 0.84, 326755.7, 117.0197
64, 502.1907, 0.85, 34852.1, 501.1834
65, 148.0372, 0.85, 3592118.8, 147.0300
66, 162.0529, 0.85, 455656.3, 161.0456
67, 170.0216, 0.85, 124002.6, 169.0143
68, 424.0680, 0.85, 34895.4, 423.0607
69, 383.1082, 0.85, 117724.6, 382.1009
70, 474.1018, 0.85, 53474.8, 473.0946
71, 724.2788, 0.85, 40753.2, 723.2715
72, 360.0699, 0.86, 88844.6, 359.0626
73, 348.0871, 0.86, 120441.9, 347.0798
74, 1000.2211, 0.86, 17428.7, 999.2138
75, 275.1055, 0.87, 314722.6, 275.0948
76, 617.1167, 0.88, 2851480.8, 616.1094
77, 715.0863, 0.88, 159705.3, 714.0791
78, 655.0716, 0.88, 30293.8, 654.0643
79, 615.1010, 0.88, 282866.0, 614.0938
80, 370.0364, 0.89, 123267.5, 369.0291
81, 458.1068, 0.89, 117749.7, 457.0996
82, 174.0528, 0.89, 148977.7, 173.0455
83, 344.0751, 0.90, 32868.7, 343.0678
84, 394.0574, 0.90, 90313.9, 393.0501
85, 369.1067, 0.91, 424659.7, 368.0994
86, 381.1642, 0.91, 54211.0, 380.1569
87, 324.1427, 0.91, 66034.2, 323.1354
88, 148.0374, 0.92, 806835.3, 147.0301
89, 148.0736, 0.92, 757430.6, 147.0664
90, 658.0992, 0.92, 44009.5, 657.0919
91, 594.1379, 0.94, 41248.4, 593.1306
92, 178.0478, 0.94, 547568.3, 177.0406
93, 389.9902, 0.94, 245471.9, 388.9829
94, 883.2101, 0.95, 18941.8, 882.2028
95, 392.0057, 0.95, 3163151.0, 390.9985
96, 434.1070, 0.95, 46500.8, 433.0997
97, 316.0800, 0.96, 1311560.3, 315.0728
98, 206.0794, 0.96, 91821.0, 205.0721
99, 435.1863, 0.97, 331498.1, 434.1791
100, 617.1171, 0.97, 1744970.5, 616.1099
101, 615.1015, 0.97, 256052.3, 614.0942
102, 533.1556, 0.97, 18074.4, 533.1523
103, 280.1164, 0.97, 334188.8, 279.1091
104, 474.1019, 0.99, 85925.5, 473.0946
105, 219.1110, 0.99, 147419.3, 218.1037
106, 606.1814, 0.99, 37480.6, 605.1741
107, 624.0971, 0.99, 24108.0, 623.0898
108, 370.0365, 1.01, 66167.4, 369.0293
109, 231.0204, 1.02, 152465.8, 230.0131
110, 464.1900, 1.03, 57417.3, 463.1827
111, 729.1604, 1.03, 41582.4, 728.1531
112, 290.1178, 1.03, 53155.7, 289.1106
113, 728.2008, 1.03, 80463.6, 727.1935
114, 162.0529, 1.04, 2816019.3, 161.0457
115, 434.1434, 1.04, 293690.5, 433.1361
116, 478.1694, 1.04, 83862.0, 477.1621
117, 514.1727, 1.04, 20422.9, 513.1654
118, 352.0933, 1.04, 169410.9, 351.0860
119, 414.0886, 1.04, 126939.8, 413.0813
120, 494.1639, 1.04, 114267.0, 495.1549
121, 154.0632, 1.04, 140072.0, 153.0559
122, 632.2317, 1.04, 120095.2, 631.2244
123, 316.1164, 1.05, 1171219.5, 315.1092
124, 450.1747, 1.05, 80807.3, 449.1674
125, 374.1223, 1.05, 83222.6, 373.1150
126, 490.1695, 1.05, 118437.5, 489.1622
127, 406.1485, 1.05, 69902.5, 405.1412
128, 174.0530, 1.05, 187483.7, 173.0457
129, 198.0564, 1.05, 250648.3, 197.0491
130, 180.0451, 1.06, 542845.8, 179.0378
131, 415.0553, 1.07, 42588.8, 414.0481
132, 154.0269, 1.07, 215088.7, 153.0196
133, 357.1546, 1.08, 33836.5, 356.1473
134, 446.2020, 1.09, 33615.2, 445.1947
135, 305.1593, 1.10, 21505.3, 304.1520
136, 132.0426, 1.11, 68221.9, 131.0353
137, 583.1991, 1.11, 26915.4, 582.1918
138, 284.0470, 1.12, 66215.6, 283.0397
139, 882.1999, 1.12, 27644.4, 881.1926
140, 372.1062, 1.13, 52825.2, 371.0989
141, 705.2064, 1.14, 13926.6, 704.1991
142, 404.1327, 1.15, 45964.7, 403.1255
143, 330.0956, 1.16, 47439.9, 329.0883
144, 705.2059, 1.18, 4011.9, 704.1986
145, 162.0528, 1.19, 1880881.1, 161.0456
146, 392.0056, 1.19, 690059.6, 390.9983
147, 162.0528, 1.19, 1908394.5, 161.0456
148, 174.0166, 1.20, 86778.2, 173.0093
149, 1154.2658, 1.20, 29560.8, 1153.2585
150, 376.0820, 1.20, 582449.5, 375.0748
151, 532.1069, 1.22, 36980.3, 531.0996
152, 178.0266, 1.22, 1546293.3, 177.0193
153, 154.0266, 1.22, 79220.9, 153.0194
154, 662.0516, 1.23, 99559.3, 661.0444
155, 646.0773, 1.23, 100591.4, 645.0701
156, 620.0643, 1.23, 18869.2, 619.0571
157, 360.1421, 1.23, 30267.4, 360.1417
158, 672.1904, 1.23, 66648.7, 671.1831
159, 144.0422, 1.24, 753018.6, 143.0349
160, 312.0483, 1.24, 11573688.0, 311.0410
161, 935.9104, 1.24, 55362.4, 311.2939
162, 312.0058, 1.24, 15390.4, 310.9985
