#, Max. MW, RT [min], Area, Max. m/z
1, 175.9634, 0.54, 93578.0, 174.9561
2, 159.9858, 0.54, 328202.5, 158.9785
3, 736.1539, 0.57, 55387.3, 735.1466
4, 560.1224, 0.57, 34286.5, 559.1152
5, 342.1161, 0.59, 383117.8, 341.1091
6, 180.0627, 0.60, 1151017.5, 179.0559
7, 246.0503, 0.60, 83196.6, 245.0431
8, 606.2002, 0.61, 37106.3, 605.1929
9, 166.0474, 0.61, 190761.3, 165.0401
10, 216.0399, 0.61, 515956.8, 215.0326
11, 196.0580, 0.61, 1795690.9, 195.0508
12, 378.0931, 0.61, 213506.4, 377.0859
13, 194.0424, 0.61, 330186.8, 193.0352
14, 538.1744, 0.62, 84587.0, 537.1671
15, 312.0695, 0.62, 179424.6, 311.0622
16, 492.1328, 0.62, 100982.6, 491.1255
17, 370.0748, 0.62, 61911.9, 369.0675
18, 210.0375, 0.63, 168821.2, 209.0302
19, 638.1901, 0.63, 29096.7, 637.1828
20, 150.0162, 0.63, 11546225.0, 149.0089
21, 782.2038, 0.63, 28982.1, 781.1965
22, 440.0875, 0.63, 274506.7, 439.0802
23, 354.0798, 0.63, 37437.9, 353.0725
24, 394.0457, 0.64, 50292.6, 393.0385
25, 292.0239, 0.64, 122818.5, 291.0166
26, 276.0291, 0.65, 727884.3, 275.0219
27, 669.3550, 0.65, 27275.1, 133.2650
28, 535.9814, 0.65, 68251.6, 132.9881
29, 670.6955, 0.66, 112450.5, 133.1318
30, 134.0214, 0.66, 9311199.0, 133.0141
31, 116.0111, 0.66, 115713.8, 115.0039
32, 204.0271, 0.66, 209317.1, 203.0198
33, 752.1488, 0.67, 19447.1, 751.1416
34, 574.9066, 0.67, 30908.5, 191.2874
35, 192.0268, 0.67, 11894951.0, 191.0195
36, 327.9509, 0.68, 115368.4, 326.9436
37, 767.9364, 0.68, 54718.7, 191.2238
38, 174.0163, 0.68, 944350.2, 173.0090
39, 422.0104, 0.68, 178299.0, 421.0031
40, 406.0356, 0.68, 42131.5, 405.0283
41, 308.0918, 0.69, 26446.9, 307.0845
42, 476.1372, 0.69, 317320.3, 475.1305
43, 347.0546, 0.70, 32999.7, 347.0426
44, 129.0427, 0.70, 102164.5, 128.0354
45, 296.0736, 0.70, 942640.9, 147.0297
46, 330.0588, 0.71, 50069.9, 329.0515
47, 471.1593, 0.71, 43581.6, 471.1359
48, 134.0578, 0.72, 1936622.6, 133.0505
49, 130.0266, 0.72, 451968.5, 129.0193
50, 429.9609, 0.72, 45211.9, 428.9536
51, 392.0052, 0.72, 785370.8, 390.9979
52, 238.0147, 0.72, 69732.1, 237.0074
53, 715.0846, 0.72, 44543.1, 714.0773
54, 188.0319, 0.72, 193319.4, 187.0246
55, 150.0163, 0.75, 6858718.0, 149.0090
56, 134.0214, 0.75, 6822313.5, 133.0142
57, 196.0582, 0.75, 1084283.3, 195.0509
58, 370.0749, 0.76, 86681.4, 369.0677
59, 134.0579, 0.79, 1891626.8, 133.0506
60, 334.0705, 0.79, 1055537.0, 333.0632
61, 734.1195, 0.81, 86721.0, 733.1123
62, 429.9608, 0.82, 62664.8, 428.9535
63, 460.1431, 0.82, 194162.9, 459.1359
64, 389.9895, 0.83, 266040.2, 388.9822
65, 238.0148, 0.84, 154048.0, 237.0075
66, 392.0052, 0.84, 2007224.0, 390.9979
67, 118.0268, 0.84, 255037.9, 117.0195
68, 290.0810, 0.84, 116424.3, 289.0737
69, 431.0524, 0.84, 33899.1, 430.0452
70, 424.0677, 0.84, 48835.0, 423.0604
71, 252.0846, 0.84, 54564.8, 251.0773
72, 148.0370, 0.84, 2206719.3, 147.0298
73, 170.0214, 0.85, 109213.5, 169.0141
74, 162.0527, 0.85, 306400.9, 161.0454
75, 474.1016, 0.85, 80536.7, 473.0943
76, 383.1081, 0.85, 79841.4, 382.1008
77, 352.0647, 0.85, 144030.1, 175.0247
78, 347.0905, 0.86, 144477.6, 347.0798
79, 1000.2196, 0.86, 17202.4, 999.2123
80, 1007.1011, 0.86, 593776.8, 1008.1106
81, 275.1055, 0.87, 848571.5, 275.0947
82, 1234.2270, 0.87, 254253.2, 1233.2197
83, 617.1163, 0.87, 3349997.8, 616.1091
84, 715.0851, 0.87, 250511.7, 714.0778
85, 779.1678, 0.87, 88094.9, 778.1605
86, 655.0718, 0.88, 39428.3, 654.0645
87, 146.0580, 0.88, 78672.7, 145.0507
88, 615.1005, 0.88, 297536.4, 614.0932
89, 370.0361, 0.88, 101587.3, 369.0289
90, 182.0610, 0.89, 301943.2, 181.0538
