#, Max. MW, RT [min], Area, Max. m/z
438, 658.2471, 2.78, 88999.00, 657.2398
439, 586.2264, 2.78, 344288.22, 585.2191
440, 366.1894, 2.78, 29713.16, 365.1821
441, 630.2528, 2.78, 56044.45, 629.2455
442, 578.2577, 2.79, 38032.65, 577.2504
443, 207.0896, 2.79, 61600.37, 206.0823
444, 524.2113, 2.80, 91481.34, 523.2040
445, 466.1115, 2.80, 79096.84, 465.1042
446, 537.2441, 2.81, 91057.97, 536.2369
447, 462.1744, 2.82, 805122.88, 461.1671
448, 567.2547, 2.83, 103611.34, 566.2474
449, 610.1537, 2.83, 322144.03, 609.1464
450, 348.1247, 2.84, 309310.34, 347.1174
451, 253.0588, 2.84, 106124.18, 252.0515
452, 302.0065, 2.84, 173582.02, 300.9993
453, 480.2216, 2.84, 25926.16, 479.2144
454, 392.1686, 2.85, 322435.94, 391.1613
455, 428.2633, 2.85, 14391.66, 427.2560
456, 130.0630, 2.87, 135627.98, 129.0557
457, 190.0839, 2.87, 3220419.25, 189.0766
458, 378.1893, 2.88, 106495.87, 377.1820
459, 654.1796, 2.88, 181520.23, 653.1723
460, 476.1897, 2.89, 113214.09, 475.1824
461, 478.0751, 2.90, 3153124.50, 477.0679
462, 512.2463, 2.90, 34681.26, 511.2391
463, 476.0592, 2.90, 32223.29, 475.0519
464, 428.2050, 2.91, 81401.30, 427.1977
465, 500.0641, 2.91, 55039.67, 499.0568
466, 942.1681, 2.91, 1235595.25, 941.1609
467, 928.1892, 2.92, 522043.88, 927.1819
468, 464.0958, 2.92, 3014153.75, 463.0886
469, 582.1223, 2.92, 133163.39, 581.1150
470, 598.1534, 2.92, 29625.13, 597.1461
471, 914.3023, 2.93, 25882.07, 913.2950
472, 870.2763, 2.94, 14343.58, 869.2691
473, 694.2104, 2.94, 148775.77, 693.2031
474, 244.0947, 2.94, 386568.84, 243.0874
475, 780.3641, 2.95, 28402.67, 779.3569
476, 794.1679, 2.95, 55696.28, 793.1607
477, 420.1779, 2.96, 84582.62, 209.0820
478, 450.2108, 2.97, 483603.84, 449.2035
479, 553.2538, 2.97, 49481.66, 552.2465
480, 490.2795, 2.99, 154888.89, 489.2722
481, 687.2634, 2.99, 51984.47, 686.2562
482, 434.0852, 3.00, 86412.98, 433.0779
483, 694.2094, 3.00, 23882.41, 693.2022
484, 568.1427, 3.00, 237459.95, 567.1354
485, 540.1477, 3.00, 78600.80, 539.1405
486, 584.1738, 3.00, 107010.64, 583.1665
487, 486.0930, 3.01, 166625.98, 485.0857
488, 186.1254, 3.01, 660231.44, 185.1181
489, 680.2311, 3.01, 1151941.25, 679.2238
490, 230.1152, 3.01, 2190024.50, 229.1080
491, 616.1789, 3.01, 654185.19, 615.1716
492, 148.0523, 3.02, 313036.84, 147.0450
493, 166.0628, 3.02, 1265651.13, 165.0555
494, 436.2314, 3.02, 86061.05, 435.2241
495, 660.3321, 3.04, 113076.74, 659.3248
496, 448.1008, 3.04, 344605.53, 447.0936
497, 448.1008, 3.05, 3297866.50, 449.1090
498, 570.2310, 3.05, 57029.62, 569.2237
499, 1036.3445, 3.05, 11492.08, 1035.3372
500, 472.1947, 3.08, 263594.31, 471.1875
501, 462.1662, 3.08, 61820.86, 461.1589
502, 431.1874, 3.08, 17023.65, 430.1801
503, 562.2625, 3.09, 226729.42, 561.2552
504, 170.0213, 3.09, 98518.21, 169.0140
505, 594.2520, 3.09, 94357.09, 593.2447
506, 896.1989, 3.09, 255032.48, 895.1916
507, 430.2203, 3.10, 164755.19, 429.2131
508, 656.3276, 3.11, 136444.47, 655.3203
509, 574.2404, 3.11, 18927.65, 573.2331
510, 484.0773, 3.12, 18655.24, 483.0700
511, 567.2691, 3.12, 59422.80, 566.2618
512, 510.2294, 3.12, 313204.00, 509.2242
513, 582.2519, 3.13, 20077.61, 581.2446
514, 554.2572, 3.13, 27808.55, 553.2499
515, 478.1116, 3.13, 151770.06, 477.1043
516, 794.1683, 3.15, 201287.28, 793.1610
