#, Max. MW, RT [min], Area, Max. m/z
1, 159.9858, 0.54, 335492.5, 158.9785
2, 273.9665, 0.54, 1477719.6, 272.9593
3, 736.1547, 0.56, 56895.0, 735.1474
4, 560.1230, 0.56, 33596.1, 559.1157
5, 370.0752, 0.57, 34040.6, 369.0679
6, 388.1224, 0.59, 403686.2, 387.1151
7, 180.0633, 0.60, 153775.4, 179.0560
8, 166.0476, 0.60, 157222.1, 165.0403
9, 196.0582, 0.60, 1607950.4, 195.0509
10, 194.0426, 0.61, 315450.8, 193.0353
11, 378.0932, 0.61, 282768.0, 377.0859
12, 606.2002, 0.61, 25189.0, 605.1929
13, 536.1593, 0.61, 123738.9, 537.1673
14, 492.1333, 0.62, 95215.0, 491.1261
15, 370.0751, 0.62, 52180.2, 369.0678
16, 210.0375, 0.62, 117857.4, 209.0302
17, 150.0163, 0.62, 12118459.0, 149.0090
18, 450.4275, 0.62, 117149.0, 149.1352
19, 468.1159, 0.62, 49458.1, 467.1086
20, 440.0875, 0.62, 284424.4, 439.0802
21, 638.1903, 0.62, 31061.1, 637.1830
22, 782.2032, 0.62, 34247.8, 781.1960
23, 354.0802, 0.63, 39203.5, 353.0729
24, 260.0209, 0.63, 115176.7, 259.0136
25, 394.0459, 0.63, 61669.6, 393.0386
26, 292.0242, 0.63, 144281.3, 291.0169
27, 204.0271, 0.64, 358117.1, 205.0354
28, 275.0330, 0.64, 1040475.5, 275.0221
29, 116.0111, 0.65, 105809.8, 115.0039
30, 670.6961, 0.65, 81443.4, 133.1319
31, 134.0214, 0.65, 9431157.0, 133.0141
32, 669.9751, 0.65, 127596.7, 133.1792
33, 384.0544, 0.66, 68468.4, 383.0472
34, 192.0269, 0.67, 12068883.0, 191.0196
35, 574.9185, 0.67, 23813.9, 191.2861
36, 767.9341, 0.67, 51626.8, 191.2231
37, 329.0746, 0.67, 6333.4, 329.0700
38, 651.9929, 0.67, 38582.7, 650.9856
39, 327.9509, 0.67, 123784.3, 326.9437
40, 174.0163, 0.67, 910490.9, 173.0090
41, 422.0105, 0.67, 227849.8, 421.0032
42, 129.0427, 0.69, 96905.9, 128.0354
43, 296.0737, 0.70, 959821.1, 147.0298
44, 291.0973, 0.71, 41230.8, 291.0900
45, 334.0711, 0.71, 784561.7, 333.0638
46, 276.0657, 0.71, 291509.2, 275.0584
47, 134.0578, 0.71, 1794713.5, 133.0506
48, 130.0266, 0.71, 403071.3, 129.0193
49, 429.9613, 0.71, 59031.1, 428.9540
50, 238.0148, 0.72, 73965.6, 237.0076
51, 392.0056, 0.72, 853188.6, 390.9983
52, 188.0321, 0.72, 158730.0, 187.0248
53, 471.1591, 0.72, 9292.2, 471.1360
54, 196.0583, 0.74, 1058442.3, 195.0510
55, 150.0164, 0.74, 6863080.5, 149.0091
56, 134.0215, 0.75, 6094424.0, 133.0142
57, 210.0376, 0.75, 101819.1, 209.0303
58, 312.0696, 0.75, 203744.9, 311.0624
59, 370.0752, 0.75, 85002.3, 369.0679
60, 736.1535, 0.78, 93926.2, 735.1463
61, 334.0707, 0.78, 914791.4, 333.0635
62, 752.1303, 0.79, 217016.2, 187.0249
63, 734.1205, 0.80, 90212.8, 733.1132
64, 460.1434, 0.81, 84739.0, 459.1361
65, 352.0674, 0.81, 85816.1, 351.0602
66, 389.9898, 0.82, 348621.8, 388.9826
67, 238.0149, 0.83, 178785.2, 237.0076
68, 697.0728, 0.83, 20761.4, 696.0655
69, 118.0268, 0.83, 362231.4, 117.0195
70, 502.1904, 0.83, 55498.7, 501.1831
71, 252.0846, 0.83, 70991.2, 251.0774
72, 392.0054, 0.84, 2294425.8, 390.9981
73, 148.0371, 0.84, 2285940.8, 147.0298
74, 206.0426, 0.84, 288563.8, 205.0354
75, 162.0527, 0.84, 353918.0, 161.0454
76, 170.0214, 0.84, 124136.1, 169.0141
77, 474.1014, 0.84, 82335.1, 473.0942
78, 383.1081, 0.84, 39147.0, 382.1008
79, 724.2783, 0.84, 68129.0, 723.2710
80, 360.0694, 0.84, 103812.1, 359.0622
81, 348.0868, 0.85, 149967.7, 347.0795
82, 275.1054, 0.86, 585176.1, 275.0947
83, 176.0320, 0.86, 107353.0, 175.0247
84, 1234.2269, 0.86, 290613.3, 1233.2196
85, 617.1165, 0.86, 3697898.0, 616.1092
86, 715.0850, 0.87, 259457.6, 714.0777
87, 146.0579, 0.87, 72089.9, 145.0506
88, 615.1009, 0.87, 308274.1, 614.0937
89, 987.1486, 0.87, 21538.5, 986.1413
90, 370.0364, 0.88, 116292.6, 369.0291
91, 182.0612, 0.88, 354608.8, 181.0539
92, 458.1066, 0.88, 114694.8, 457.0993
93, 394.0573, 0.89, 93708.3, 393.0501
94, 369.1066, 0.90, 495723.8, 368.0993
95, 381.1642, 0.90, 59463.6, 380.1569
96, 478.1328, 0.90, 86082.0, 477.1256
97, 324.1424, 0.90, 108401.1, 323.1352
98, 148.0371, 0.90, 631840.6, 147.0298
99, 658.0987, 0.91, 47080.8, 657.0914
100, 429.9609, 0.93, 82868.4, 428.9536
101, 986.1378, 0.93, 8066.7, 985.1305
102, 178.0476, 0.93, 679783.1, 177.0403
103, 392.0054, 0.93, 5382352.0, 390.9981
104, 389.9898, 0.93, 386331.0, 388.9826
105, 408.0004, 0.93, 61515.4, 406.9931
106, 434.1063, 0.94, 44189.9, 433.0990
107, 316.0797, 0.94, 1201651.3, 315.0724
108, 238.0513, 0.95, 186719.0, 237.0440
109, 617.1163, 0.96, 1823434.4, 616.1090
110, 615.1006, 0.97, 316357.6, 614.0933
111, 280.1160, 0.97, 366435.4, 279.1087
112, 219.1107, 0.98, 160040.2, 218.1035
113, 474.1012, 0.98, 72073.9, 473.0939
114, 624.0961, 0.98, 52548.8, 623.0889
115, 606.1802, 0.98, 31097.0, 605.1729
116, 888.1735, 0.98, 10272.8, 887.1662
117, 148.0734, 1.00, 1575733.3, 147.0662
118, 519.0685, 1.00, 30131.6, 518.0613
119, 231.0201, 1.01, 103912.4, 230.0129
120, 290.1173, 1.02, 61531.8, 289.1100
121, 464.1893, 1.02, 129951.1, 463.1820
122, 708.1205, 1.02, 53575.3, 707.1132
123, 728.2001, 1.03, 70007.8, 727.1928
124, 162.0526, 1.03, 2051495.0, 161.0453
125, 478.1690, 1.03, 86568.1, 477.1617
126, 414.0872, 1.03, 143161.3, 413.0800
127, 434.1429, 1.03, 283639.9, 433.1356
128, 514.1720, 1.04, 30045.1, 513.1647
129, 352.0929, 1.04, 191392.9, 351.0856
130, 494.1633, 1.04, 191321.1, 495.1544
131, 154.0629, 1.04, 188562.9, 153.0556
132, 450.1743, 1.04, 105641.6, 449.1670
133, 632.2311, 1.04, 148461.0, 631.2238
134, 596.2317, 1.04, 65608.7, 595.2244
135, 316.1160, 1.04, 1546986.6, 315.1088
136, 490.1688, 1.04, 64732.8, 489.1615
137, 198.0561, 1.04, 356939.0, 197.0489
138, 180.0454, 1.05, 837081.9, 179.0381
139, 595.1473, 1.06, 99721.6, 594.1400
140, 154.0266, 1.07, 331490.6, 153.0193
141, 300.0851, 1.07, 127180.9, 299.0778
