#, Max. MW, RT [min], Area, Max. m/z
1, 175.9631, 0.54, 87810.7, 174.9559
2, 159.9856, 0.54, 380544.1, 158.9783
3, 736.1590, 0.57, 56002.4, 735.1518
4, 560.1250, 0.57, 37399.2, 559.1177
5, 370.0754, 0.57, 34202.7, 369.0682
6, 342.1168, 0.60, 197070.8, 341.1095
7, 182.0787, 0.60, 325128.0, 181.0714
8, 180.0631, 0.61, 144127.8, 179.0558
9, 166.0474, 0.61, 149818.6, 165.0401
10, 196.0580, 0.61, 1618078.9, 195.0507
11, 194.0423, 0.62, 364912.7, 193.0350
12, 378.0939, 0.62, 221760.5, 377.0866
13, 538.1771, 0.62, 67542.8, 537.1698
14, 492.1348, 0.62, 61902.1, 491.1275
15, 296.0746, 0.62, 178192.2, 295.0673
16, 312.0696, 0.62, 62012.8, 311.0623
17, 560.1250, 0.62, 33930.8, 559.1177
18, 370.0756, 0.63, 47318.9, 369.0684
19, 440.0895, 0.63, 182559.3, 439.0823
20, 210.0374, 0.63, 148859.8, 209.0301
21, 150.0161, 0.63, 10202838.0, 149.0088
22, 468.1175, 0.63, 76570.4, 467.1102
23, 354.0801, 0.63, 66546.6, 353.0728
24, 260.0204, 0.64, 93249.3, 259.0131
25, 394.0475, 0.64, 58523.4, 393.0402
26, 292.0241, 0.64, 137174.5, 291.0168
27, 275.0328, 0.65, 1115724.3, 275.0219
28, 204.0267, 0.65, 198579.5, 203.0194
29, 133.7593, 0.65, 9340.3, 132.7520
30, 670.7023, 0.65, 91517.9, 133.1332
31, 134.0213, 0.65, 9599972.0, 133.0140
32, 116.0111, 0.65, 112053.4, 115.0038
33, 669.9147, 0.65, 118137.5, 133.1815
34, 384.0550, 0.66, 72284.4, 383.0477
35, 192.0267, 0.67, 12026306.0, 191.0194
36, 574.9591, 0.67, 25275.4, 190.9821
37, 327.9514, 0.67, 93152.6, 326.9441
38, 422.0111, 0.68, 206750.1, 421.0038
39, 476.1378, 0.68, 282316.8, 475.1321
40, 174.0161, 0.69, 937823.0, 173.0088
41, 334.0700, 0.71, 602223.2, 333.0627
42, 330.0592, 0.71, 46544.5, 329.0520
43, 130.0264, 0.71, 317619.4, 129.0192
44, 134.0577, 0.71, 898311.2, 133.0504
45, 148.0369, 0.71, 940493.4, 147.0296
46, 188.0318, 0.71, 151121.1, 187.0245
47, 617.1198, 0.72, 309964.9, 616.1125
48, 471.1601, 0.72, 8496.0, 470.1528
49, 716.0928, 0.72, 19216.4, 715.0855
50, 392.0060, 0.72, 1021785.3, 390.9987
51, 429.9621, 0.73, 90788.3, 428.9549
52, 196.0580, 0.74, 1197565.6, 195.0507
53, 150.0161, 0.74, 7296230.0, 149.0089
54, 668.9190, 0.75, 21499.9, 133.1763
55, 134.0213, 0.75, 7428553.0, 133.0140
56, 364.0240, 0.75, 12669.7, 363.0167
57, 370.0755, 0.77, 116864.4, 369.0682
58, 332.0747, 0.80, 466110.3, 333.0629
59, 188.0318, 0.81, 182891.6, 187.0245
60, 460.1444, 0.82, 299068.5, 459.1371
61, 389.9902, 0.83, 165234.0, 388.9829
62, 238.0146, 0.83, 83215.7, 237.0073
63, 392.0058, 0.84, 1048575.4, 390.9985
64, 118.0266, 0.84, 246492.8, 117.0193
65, 148.0367, 0.84, 2572101.3, 147.0294
66, 383.1081, 0.84, 75707.2, 382.1009
67, 474.1023, 0.85, 57994.0, 473.0950
68, 170.0211, 0.85, 108110.3, 169.0139
69, 162.0524, 0.85, 194663.2, 161.0451
70, 360.0698, 0.85, 68019.6, 359.0625
71, 347.0903, 0.86, 88879.4, 347.0796
72, 276.1017, 0.86, 141279.5, 275.0944
73, 1234.2415, 0.86, 137573.7, 1233.2343
74, 478.1340, 0.86, 58764.9, 477.1268
75, 617.1190, 0.86, 2125847.0, 616.1117
76, 715.0903, 0.87, 159466.5, 714.0830
77, 615.1031, 0.87, 202320.2, 614.0958
78, 146.0575, 0.87, 63584.2, 145.0502
79, 370.0365, 0.88, 80905.5, 369.0292
80, 576.1367, 0.88, 22627.9, 575.1294
81, 182.0608, 0.88, 313327.3, 181.0536
82, 514.1905, 0.89, 13763.7, 514.1804
83, 394.0574, 0.89, 73956.4, 393.0501
84, 296.0731, 0.89, 952160.8, 147.0295
85, 369.1064, 0.89, 404105.0, 368.0992
86, 174.0524, 0.89, 79308.4, 173.0451
87, 381.1639, 0.89, 53735.6, 380.1566
88, 324.1423, 0.90, 89473.6, 323.1350
89, 658.1018, 0.91, 47043.6, 657.0946
90, 883.2168, 0.93, 14924.2, 882.2095
91, 178.0473, 0.93, 605302.5, 177.0400
92, 389.9899, 0.93, 187870.9, 388.9826
93, 434.1071, 0.94, 37629.0, 433.0998
94, 392.0055, 0.94, 2769279.5, 390.9982
95, 316.0795, 0.94, 1256391.3, 315.0722
96, 238.0508, 0.94, 120318.2, 237.0435
97, 617.1188, 0.95, 1294206.3, 616.1115
98, 615.1027, 0.95, 226593.8, 614.0955
99, 206.0785, 0.95, 162243.7, 205.0712
100, 303.1003, 0.95, 25227.9, 303.0892
101, 330.0943, 0.96, 7472.5, 329.0870
102, 280.1156, 0.96, 311920.8, 279.1083
103, 306.0738, 0.96, 27321.3, 305.0666
104, 606.1818, 0.96, 35023.9, 605.1745
105, 474.1022, 0.97, 81029.7, 473.0949
106, 219.1102, 0.97, 163428.5, 218.1029
107, 259.9988, 0.98, 67158.9, 258.9916
108, 148.0731, 0.99, 2022148.4, 147.0659
109, 359.2059, 0.99, 12058.6, 358.1986
110, 728.2048, 0.99, 38464.3, 727.1975
111, 231.0198, 1.00, 105906.8, 230.0126
112, 729.1633, 1.00, 42344.7, 728.1561
113, 464.1906, 1.00, 210727.3, 463.1833
114, 289.1210, 1.01, 26796.1, 289.1100
115, 434.1432, 1.01, 310001.2, 433.1360
116, 450.1747, 1.01, 85737.5, 449.1674
117, 352.0927, 1.02, 99994.3, 351.0854
118, 414.0882, 1.02, 125176.9, 413.0809
119, 632.2340, 1.02, 107636.6, 631.2267
120, 632.1980, 1.02, 75051.0, 631.1908
121, 478.1697, 1.02, 71927.2, 477.1624
122, 154.0626, 1.02, 136256.7, 153.0553
123, 316.1159, 1.02, 1439212.9, 315.1086
124, 596.2333, 1.02, 55102.5, 595.2260
125, 162.0523, 1.02, 1986160.8, 161.0450
126, 490.1701, 1.02, 62033.3, 489.1629
127, 198.0557, 1.03, 282814.3, 197.0484
128, 595.1493, 1.03, 64969.8, 594.1420
129, 180.0451, 1.04, 674494.4, 179.0378
130, 491.2063, 1.04, 38535.9, 490.1990
131, 415.0548, 1.04, 31643.4, 414.0475
132, 220.0580, 1.05, 244731.5, 219.0507
133, 359.2059, 1.05, 6683.6, 359.1939
134, 446.2021, 1.06, 22130.3, 445.1948
135, 154.0262, 1.06, 300937.2, 153.0189
136, 583.2009, 1.06, 50624.2, 582.1936
137, 600.1163, 1.06, 66493.4, 599.1091
138, 300.0829, 1.08, 128613.0, 299.0773
139, 882.2091, 1.09, 12091.7, 881.2018
140, 132.0420, 1.09, 86011.6, 131.0347
141, 284.0466, 1.09, 81797.1, 283.0394
142, 372.1062, 1.10, 52775.9, 371.0989
143, 705.2097, 1.11, 31344.2, 704.2024
144, 330.0950, 1.14, 52074.3, 329.0877
145, 505.2219, 1.16, 33911.9, 504.2146
146, 162.0523, 1.18, 2566668.0, 161.0450
147, 220.0580, 1.18, 241161.1, 219.0507
148, 174.0161, 1.18, 151272.1, 173.0088
149, 375.0854, 1.18, 654113.9, 375.0748
150, 532.1082, 1.20, 84700.1, 531.1009
151, 178.0261, 1.20, 1713550.4, 177.0188
152, 522.1961, 1.21, 37421.6, 521.1888
153, 662.0547, 1.21, 151479.8, 661.0474
154, 312.0481, 1.21, 11859257.0, 311.0408
155, 677.0108, 1.21, 57874.3, 676.0036
156, 935.8852, 1.21, 71549.6, 311.2951
157, 620.0675, 1.21, 18537.9, 619.0603
158, 672.1932, 1.21, 52305.7, 671.1859
159, 1560.0728, 1.22, 108585.6, 311.2228
160, 311.3788, 1.22, 20056.8, 311.3794
161, 958.1259, 1.22, 21693.1, 957.1186
162, 974.1012, 1.22, 18747.9, 973.0940
163, 311.9750, 1.22, 20992.8, 310.9677
164, 310.0325, 1.22, 2883548.8, 309.0252
165, 328.0431, 1.22, 230492.3, 327.0359
166, 150.0160, 1.22, 4568605.5, 149.0087
167, 622.8146, 1.23, 23090.2, 622.7928
168, 311.9829, 1.23, 58226.5, 310.9757
169, 144.0418, 1.23, 1074167.6, 143.0345
170, 646.0803, 1.23, 159467.9, 645.0731
171, 622.0833, 1.23, 879568.4, 621.0760
172, 936.1502, 1.23, 84994.8, 935.1429
173, 989.0620, 1.23, 15300.8, 988.0547
174, 740.1979, 1.23, 32256.4, 739.1906
175, 1247.8898, 1.23, 65313.9, 623.4552
176, 722.0759, 1.23, 28526.4, 721.0686
177, 888.1795, 1.23, 102100.9, 887.1722
178, 1202.2468, 1.23, 70028.4, 1201.2396
179, 890.1960, 1.23, 807523.4, 889.1888
180, 1871.0223, 1.23, 64371.7, 623.6666
181, 624.0989, 1.23, 6166889.0, 623.0916
182, 180.0417, 1.23, 3691344.3, 179.0344
183, 410.0198, 1.23, 322387.6, 409.0125
184, 136.0521, 1.24, 355831.3, 135.0448
185, 622.8633, 1.24, 21911.3, 622.8467
186, 578.1448, 1.24, 590462.3, 577.1375
187, 640.0938, 1.24, 72457.0, 639.0865
188, 754.3298, 1.25, 69071.1, 753.3226
189, 904.3269, 1.25, 185084.1, 903.3196
190, 654.1468, 1.25, 78200.9, 653.1395
191, 342.0950, 1.25, 103133.5, 341.0877
192, 638.2806, 1.26, 93223.8, 637.2734
193, 564.0802, 1.26, 31302.9, 563.0730
194, 686.1337, 1.27, 75987.7, 685.1264
195, 257.9832, 1.28, 186909.8, 256.9760
196, 492.1494, 1.29, 36529.5, 491.1421
197, 147.0316, 1.29, 100337.3, 146.0243
198, 207.0527, 1.29, 506872.1, 206.0454
199, 603.0919, 1.30, 37480.2, 602.0847
200, 346.1267, 1.30, 41632.3, 345.1194
201, 291.0412, 1.31, 144663.5, 290.0339
202, 624.0243, 1.34, 38609.7, 154.9983
203, 158.0575, 1.35, 89963.6, 157.0502
204, 220.0579, 1.35, 2663687.5, 219.0506
205, 896.4054, 1.36, 22099.5, 895.3981
206, 488.1541, 1.36, 30006.6, 487.1469
207, 174.0160, 1.36, 363453.7, 173.0087
208, 584.3556, 1.37, 133210.5, 583.3484
209, 558.3763, 1.37, 49989.1, 557.3690
210, 228.1107, 1.37, 57417.6, 227.1034
211, 458.2495, 1.38, 37984.1, 457.2422
212, 182.0574, 1.39, 473072.8, 181.0501
213, 503.2424, 1.39, 23680.9, 502.2352
214, 344.1109, 1.40, 35211.3, 343.1037
215, 259.9989, 1.41, 57772.8, 258.9916
216, 576.2442, 1.41, 184213.6, 575.2369
217, 194.0609, 1.42, 94569.7, 193.0536
218, 616.1820, 1.42, 34924.3, 615.1747
219, 542.1732, 1.43, 69827.3, 541.1659
220, 888.4052, 1.43, 220273.9, 887.3979
221, 444.2007, 1.43, 2536209.5, 443.1934
222, 301.1161, 1.43, 159298.3, 300.1088
