#, Max. MW, RT [min], Area, Max. m/z
1, 175.9633, 0.54, 90262.7, 174.9560
2, 159.9858, 0.55, 317490.3, 158.9785
3, 273.9666, 0.55, 1563621.5, 272.9593
4, 736.1593, 0.57, 55507.6, 735.1520
5, 560.1249, 0.58, 35963.2, 559.1177
6, 370.0756, 0.58, 33585.0, 369.0683
7, 342.1168, 0.60, 394218.8, 341.1097
8, 180.0626, 0.60, 1331994.1, 179.0557
9, 166.0474, 0.61, 216420.9, 165.0401
10, 196.0580, 0.61, 1914798.1, 195.0507
11, 216.0399, 0.61, 623422.4, 215.0326
12, 194.0424, 0.62, 357753.7, 193.0351
13, 378.0939, 0.62, 268683.8, 377.0866
14, 278.0402, 0.62, 103778.1, 277.0329
15, 606.2039, 0.62, 36226.1, 605.1966
16, 538.1772, 0.62, 87991.0, 537.1699
17, 492.1352, 0.63, 98521.3, 491.1279
18, 312.0699, 0.63, 207977.8, 311.0626
19, 370.0757, 0.63, 49812.3, 369.0684
20, 150.0162, 0.63, 11381932.0, 149.0089
21, 748.8006, 0.63, 141088.1, 149.1354
22, 210.0376, 0.63, 102609.8, 209.0303
23, 440.0894, 0.63, 413992.8, 439.0821
24, 638.1948, 0.63, 30433.4, 637.1875
25, 468.1179, 0.63, 43314.0, 467.1107
26, 782.2116, 0.64, 33985.6, 781.2044
27, 354.0804, 0.64, 43105.8, 353.0731
28, 598.9965, 0.64, 42792.1, 148.9886
29, 394.0475, 0.64, 63095.2, 393.0402
30, 204.0269, 0.65, 204688.9, 205.0353
31, 291.0280, 0.65, 148717.6, 291.0171
32, 275.0329, 0.66, 825549.0, 275.0221
33, 134.0214, 0.66, 9064166.0, 133.0141
34, 535.3724, 0.66, 38944.7, 133.0762
35, 669.9696, 0.66, 125332.7, 133.1791
36, 116.0111, 0.66, 106402.9, 115.0038
37, 574.8928, 0.68, 30540.0, 191.2845
38, 752.1540, 0.68, 16824.6, 751.1467
39, 384.0550, 0.68, 43697.4, 383.0477
40, 192.0268, 0.68, 12310420.0, 191.0195
41, 767.9319, 0.68, 51782.1, 191.2205
42, 422.0112, 0.68, 185710.9, 421.0039
43, 406.0370, 0.68, 43765.5, 405.0297
44, 764.1313, 0.68, 36341.2, 763.1240
45, 174.0162, 0.68, 1010154.9, 173.0089
46, 534.1461, 0.68, 55570.6, 533.1388
47, 307.0940, 0.69, 59122.8, 307.0847
48, 129.0425, 0.70, 100210.2, 128.0352
49, 348.0506, 0.70, 53749.3, 347.0433
50, 296.0735, 0.71, 1404018.0, 147.0297
51, 276.0656, 0.71, 212805.3, 275.0583
52, 330.0593, 0.72, 51830.1, 329.0521
53, 334.0706, 0.72, 951207.9, 333.0633
54, 736.1593, 0.72, 119875.8, 735.1521
55, 130.0265, 0.72, 582428.1, 129.0192
56, 429.9625, 0.72, 39877.4, 428.9553
57, 392.0061, 0.72, 774393.1, 390.9988
58, 188.0319, 0.72, 128388.0, 187.0246
59, 476.1383, 0.75, 329063.1, 475.1324
60, 196.0581, 0.75, 1212203.8, 195.0508
61, 370.0758, 0.75, 92330.9, 369.0685
62, 150.0162, 0.75, 7903539.0, 149.0089
63, 471.1603, 0.75, 48931.5, 471.1374
64, 180.0632, 0.75, 455052.4, 179.0559
65, 134.0214, 0.75, 6310325.5, 133.0141
66, 751.1776, 0.76, 8154.3, 751.1802
67, 1234.2404, 0.78, 447519.7, 616.1122
68, 134.0578, 0.79, 1448069.4, 133.0505
69, 334.0709, 0.79, 977637.9, 333.0636
70, 429.9622, 0.80, 81492.9, 428.9549
71, 188.0319, 0.81, 174798.3, 187.0246
72, 460.1446, 0.83, 216142.5, 459.1373
